MonitoringLocation,SampleDate,Depth,Layer,Parameter,MeasureValue,Unit,Latitude,Longitude
LE4.2,3/7/2000,1,S ,PH,7.75,SU,37.29044,-76.57811
LE4.2,3/7/2000,1,S ,SALINITY,19.6,PPT,37.29044,-76.57811
LE4.2,3/7/2000,1,S ,WTEMP,8.83,DEG C,37.29044,-76.57811
LE4.2,4/13/2000,1,S ,PH,7.44,SU,37.29044,-76.57811
LE4.2,4/13/2000,1,S ,SALINITY,19,PPT,37.29044,-76.57811
LE4.2,4/13/2000,1,S ,WTEMP,13.48,DEG C,37.29044,-76.57811
LE4.2,5/9/2000,1,S ,PH,7.63,SU,37.29044,-76.57811
LE4.2,5/9/2000,1,S ,SALINITY,16.8,PPT,37.29044,-76.57811
LE4.2,5/9/2000,1,S ,WTEMP,19.17,DEG C,37.29044,-76.57811
LE4.2,6/6/2000,1,S ,PH,7.7,SU,37.29044,-76.57811
LE4.2,6/6/2000,1,S ,SALINITY,16.3,PPT,37.29044,-76.57811
LE4.2,6/6/2000,1,S ,WTEMP,21.12,DEG C,37.29044,-76.57811
LE4.2,7/5/2000,1,S ,PH,7.66,SU,37.29044,-76.57811
LE4.2,7/5/2000,1,S ,SALINITY,17.4,PPT,37.29044,-76.57811
LE4.2,7/5/2000,1,S ,WTEMP,25.62,DEG C,37.29044,-76.57811
LE4.2,8/8/2000,1,S ,PH,7.89,SU,37.29044,-76.57811
LE4.2,8/8/2000,1,S ,SALINITY,17.1,PPT,37.29044,-76.57811
LE4.2,8/8/2000,1,S ,WTEMP,27.22,DEG C,37.29044,-76.57811
LE4.2,9/14/2000,1,S ,PH,7.75,SU,37.29044,-76.57811
LE4.2,9/14/2000,1,S ,SALINITY,16.5,PPT,37.29044,-76.57811
LE4.2,9/14/2000,1,S ,WTEMP,25.35,DEG C,37.29044,-76.57811
LE4.2,10/10/2000,1,S ,PH,7.91,SU,37.29044,-76.57811
LE4.2,10/10/2000,1,S ,SALINITY,17.5,PPT,37.29044,-76.57811
LE4.2,10/10/2000,1,S ,WTEMP,16.5,DEG C,37.29044,-76.57811
LE4.2,11/7/2000,1,S ,PH,7.93,SU,37.29044,-76.57811
LE4.2,11/7/2000,1,S ,SALINITY,20.1,PPT,37.29044,-76.57811
LE4.2,11/7/2000,1,S ,WTEMP,14.35,DEG C,37.29044,-76.57811
LE4.2,12/5/2000,1,S ,PH,7.79,SU,37.29044,-76.57811
LE4.2,12/5/2000,1,S ,SALINITY,20.6,PPT,37.29044,-76.57811
LE4.2,12/5/2000,1,S ,WTEMP,6.4,DEG C,37.29044,-76.57811
LE4.2,1/10/2001,1,S ,PH,7.74,SU,37.29044,-76.57811
LE4.2,1/10/2001,1,S ,SALINITY,24.4,PPT,37.29044,-76.57811
LE4.2,1/10/2001,1,S ,WTEMP,2.55,DEG C,37.29044,-76.57811
LE4.2,2/6/2001,1,S ,PH,7.83,SU,37.29044,-76.57811
LE4.2,2/6/2001,1,S ,SALINITY,22.1,PPT,37.29044,-76.57811
LE4.2,2/6/2001,1,S ,WTEMP,4.31,DEG C,37.29044,-76.57811
LE4.2,3/13/2001,1,S ,PH,7.61,SU,37.29044,-76.57811
LE4.2,3/13/2001,1,S ,SALINITY,18.1,PPT,37.29044,-76.57811
LE4.2,3/13/2001,1,S ,WTEMP,7.71,DEG C,37.29044,-76.57811
LE4.2,4/10/2001,1,S ,PH,7.5,SU,37.29044,-76.57811
LE4.2,4/10/2001,1,S ,SALINITY,14.2,PPT,37.29044,-76.57811
LE4.2,4/10/2001,1,S ,WTEMP,14.14,DEG C,37.29044,-76.57811
LE4.2,5/8/2001,1,S ,PH,7.45,SU,37.29044,-76.57811
LE4.2,5/8/2001,1,S ,SALINITY,17.5,PPT,37.29044,-76.57811
LE4.2,5/8/2001,1,S ,WTEMP,18.25,DEG C,37.29044,-76.57811
LE4.2,6/5/2001,1,S ,PH,7.59,SU,37.29044,-76.57811
LE4.2,6/5/2001,1,S ,SALINITY,16.6,PPT,37.29044,-76.57811
LE4.2,6/5/2001,1,S ,WTEMP,21.94,DEG C,37.29044,-76.57811
LE4.2,7/10/2001,1,S ,PH,7.94,SU,37.29044,-76.57811
LE4.2,7/10/2001,1,S ,SALINITY,18.8,PPT,37.29044,-76.57811
LE4.2,7/10/2001,1,S ,WTEMP,26.11,DEG C,37.29044,-76.57811
LE4.2,8/7/2001,1,S ,PH,7.79,SU,37.29044,-76.57811
LE4.2,8/7/2001,1,S ,SALINITY,19.4,PPT,37.29044,-76.57811
LE4.2,8/7/2001,1,S ,WTEMP,26.74,DEG C,37.29044,-76.57811
LE4.2,9/4/2001,1,S ,PH,7.6,SU,37.29044,-76.57811
LE4.2,9/4/2001,1,S ,SALINITY,20.7,PPT,37.29044,-76.57811
LE4.2,9/4/2001,1,S ,WTEMP,26.13,DEG C,37.29044,-76.57811
LE4.2,10/2/2001,1,S ,PH,7.73,SU,37.29044,-76.57811
LE4.2,10/2/2001,1,S ,SALINITY,22,PPT,37.29044,-76.57811
LE4.2,10/2/2001,1,S ,WTEMP,19.35,DEG C,37.29044,-76.57811
LE4.2,11/5/2001,1,S ,PH,7.8,SU,37.29044,-76.57811
LE4.2,11/5/2001,1,S ,SALINITY,23.7,PPT,37.29044,-76.57811
LE4.2,11/5/2001,1,S ,WTEMP,15.58,DEG C,37.29044,-76.57811
LE4.2,12/4/2001,1,S ,PH,7.42,SU,37.29044,-76.57811
LE4.2,12/4/2001,1,S ,SALINITY,23.6,PPT,37.29044,-76.57811
LE4.2,12/4/2001,1,S ,WTEMP,14.12,DEG C,37.29044,-76.57811
LE4.2,1/14/2002,1,S ,PH,7.11,SU,37.29044,-76.57811
LE4.2,1/14/2002,1,S ,SALINITY,23.7,PPT,37.29044,-76.57811
LE4.2,1/14/2002,1,S ,WTEMP,4.42,DEG C,37.29044,-76.57811
LE4.2,2/12/2002,1,S ,PH,7.38,SU,37.29044,-76.57811
LE4.2,2/12/2002,1,S ,SALINITY,22.4,PPT,37.29044,-76.57811
LE4.2,2/12/2002,1,S ,WTEMP,6.93,DEG C,37.29044,-76.57811
LE4.2,3/12/2002,1,S ,PH,7.61,SU,37.29044,-76.57811
LE4.2,3/12/2002,1,S ,SALINITY,23.7,PPT,37.29044,-76.57811
LE4.2,3/12/2002,1,S ,WTEMP,9.33,DEG C,37.29044,-76.57811
LE4.2,4/9/2002,1,S ,PH,7.83,SU,37.29044,-76.57811
LE4.2,4/9/2002,1,S ,SALINITY,22.4,PPT,37.29044,-76.57811
LE4.2,4/9/2002,1,S ,WTEMP,13.35,DEG C,37.29044,-76.57811
LE4.2,5/15/2002,1,S ,PH,7.73,SU,37.29044,-76.57811
LE4.2,5/15/2002,1,S ,SALINITY,19.1,PPT,37.29044,-76.57811
LE4.2,5/15/2002,1,S ,WTEMP,20.16,DEG C,37.29044,-76.57811
LE4.2,6/11/2002,1,S ,PH,7.83,SU,37.29044,-76.57811
LE4.2,6/11/2002,1,S ,SALINITY,21.5,PPT,37.29044,-76.57811
LE4.2,6/11/2002,1,S ,WTEMP,23.76,DEG C,37.29044,-76.57811
LE4.2,7/9/2002,1,S ,PH,7.63,SU,37.29044,-76.57811
LE4.2,7/9/2002,1,S ,SALINITY,22.4,PPT,37.29044,-76.57811
LE4.2,7/9/2002,1,S ,WTEMP,27.4,DEG C,37.29044,-76.57811
LE4.2,8/6/2002,1,S ,PH,7.73,SU,37.29044,-76.57811
LE4.2,8/6/2002,1,S ,SALINITY,23.5,PPT,37.29044,-76.57811
LE4.2,8/6/2002,1,S ,WTEMP,28.9,DEG C,37.29044,-76.57811
LE4.2,9/16/2002,1,S ,PH,7.77,SU,37.29044,-76.57811
LE4.2,9/16/2002,1,S ,SALINITY,23.6,PPT,37.29044,-76.57811
LE4.2,9/16/2002,1,S ,WTEMP,24.65,DEG C,37.29044,-76.57811
LE4.2,10/8/2002,1,S ,PH,7.24,SU,37.29044,-76.57811
LE4.2,10/8/2002,1,S ,SALINITY,24.1,PPT,37.29044,-76.57811
LE4.2,10/8/2002,1,S ,WTEMP,23.93,DEG C,37.29044,-76.57811
LE4.2,11/5/2002,1,S ,SALINITY,23.1,PPT,37.29044,-76.57811
LE4.2,11/5/2002,1,S ,WTEMP,13.53,DEG C,37.29044,-76.57811
LE4.2,12/3/2002,1,S ,SALINITY,21.6,PPT,37.29044,-76.57811
LE4.2,12/3/2002,1,S ,WTEMP,8.27,DEG C,37.29044,-76.57811
LE4.2,1/13/2003,1,S ,SALINITY,16.3,PPT,37.29044,-76.57811
LE4.2,1/13/2003,1,S ,WTEMP,3.89,DEG C,37.29044,-76.57811
LE4.2,2/3/2003,1,S ,PH,7.38,SU,37.29044,-76.57811
LE4.2,2/3/2003,1,S ,SALINITY,19.2,PPT,37.29044,-76.57811
LE4.2,2/3/2003,1,S ,WTEMP,1.66,DEG C,37.29044,-76.57811
LE4.2,3/4/2003,1,S ,PH,7.9,SU,37.29044,-76.57811
LE4.2,3/4/2003,1,S ,SALINITY,10.2,PPT,37.29044,-76.57811
LE4.2,3/4/2003,1,S ,WTEMP,4.86,DEG C,37.29044,-76.57811
LE4.2,4/2/2003,1,S ,PH,7.82,SU,37.29044,-76.57811
LE4.2,4/2/2003,1,S ,SALINITY,11.5,PPT,37.29044,-76.57811
LE4.2,4/2/2003,1,S ,WTEMP,10.46,DEG C,37.29044,-76.57811
LE4.2,5/14/2003,1,S ,PH,7.58,SU,37.29044,-76.57811
LE4.2,5/14/2003,1,S ,SALINITY,16.57,PPT,37.29044,-76.57811
LE4.2,5/14/2003,1,S ,WTEMP,16.82,DEG C,37.29044,-76.57811
LE4.2,6/10/2003,1,S ,PH,7.86,SU,37.29044,-76.57811
LE4.2,6/10/2003,1,S ,SALINITY,12.81,PPT,37.29044,-76.57811
LE4.2,6/10/2003,1,S ,WTEMP,20.96,DEG C,37.29044,-76.57811
LE4.2,7/1/2003,1,S ,PH,7.79,SU,37.29044,-76.57811
LE4.2,7/1/2003,1,S ,SALINITY,12.83,PPT,37.29044,-76.57811
LE4.2,7/1/2003,1,S ,WTEMP,26.01,DEG C,37.29044,-76.57811
LE4.2,8/12/2003,1,S ,PH,7.47,SU,37.29044,-76.57811
LE4.2,8/12/2003,1,S ,SALINITY,15.46,PPT,37.29044,-76.57811
LE4.2,8/12/2003,1,S ,WTEMP,26.19,DEG C,37.29044,-76.57811
LE4.2,9/16/2003,1,S ,PH,7.5,SU,37.29044,-76.57811
LE4.2,9/16/2003,1,S ,SALINITY,15.74,PPT,37.29044,-76.57811
LE4.2,9/16/2003,1,S ,WTEMP,23.45,DEG C,37.29044,-76.57811
LE4.2,10/7/2003,1,S ,PH,7.66,SU,37.29044,-76.57811
LE4.2,10/7/2003,1,S ,SALINITY,13.01,PPT,37.29044,-76.57811
LE4.2,10/7/2003,1,S ,WTEMP,19.97,DEG C,37.29044,-76.57811
LE4.2,11/4/2003,1,S ,PH,7.8,SU,37.29044,-76.57811
LE4.2,11/4/2003,1,S ,SALINITY,15.31,PPT,37.29044,-76.57811
LE4.2,11/4/2003,1,S ,WTEMP,17.18,DEG C,37.29044,-76.57811
LE4.2,12/9/2003,1,S ,PH,7.76,SU,37.29044,-76.57811
LE4.2,12/9/2003,1,S ,SALINITY,13.62,PPT,37.29044,-76.57811
LE4.2,12/9/2003,1,S ,WTEMP,6.68,DEG C,37.29044,-76.57811
LE4.2,1/13/2004,1,S ,PH,7.61,SU,37.29044,-76.57811
LE4.2,1/13/2004,1,S ,SALINITY,15.25,PPT,37.29044,-76.57811
LE4.2,1/13/2004,1,S ,WTEMP,4.78,DEG C,37.29044,-76.57811
LE4.2,2/4/2004,1,S ,PH,7.8,SU,37.29044,-76.57811
LE4.2,2/4/2004,1,S ,SALINITY,15.38,PPT,37.29044,-76.57811
LE4.2,2/4/2004,1,S ,WTEMP,1.94,DEG C,37.29044,-76.57811
LE4.2,3/9/2004,1,S ,PH,7.92,SU,37.29044,-76.57811
LE4.2,3/9/2004,1,S ,SALINITY,15.1,PPT,37.29044,-76.57811
LE4.2,3/9/2004,1,S ,WTEMP,8.23,DEG C,37.29044,-76.57811
LE4.2,4/7/2004,1,S ,PH,7.75,SU,37.29044,-76.57811
LE4.2,4/7/2004,1,S ,SALINITY,17.42,PPT,37.29044,-76.57811
LE4.2,4/7/2004,1,S ,WTEMP,9.21,DEG C,37.29044,-76.57811
LE4.2,5/4/2004,1,S ,PH,7.54,SU,37.29044,-76.57811
LE4.2,5/4/2004,1,S ,SALINITY,14.22,PPT,37.29044,-76.57811
LE4.2,5/4/2004,1,S ,WTEMP,16.21,DEG C,37.29044,-76.57811
LE4.2,6/1/2004,1,S ,PH,7.85,SU,37.29044,-76.57811
LE4.2,6/1/2004,1,S ,SALINITY,17.86,PPT,37.29044,-76.57811
LE4.2,6/1/2004,1,S ,WTEMP,22.51,DEG C,37.29044,-76.57811
LE4.2,7/6/2004,1,S ,PH,7.69,SU,37.29044,-76.57811
LE4.2,7/6/2004,1,S ,SALINITY,16.27,PPT,37.29044,-76.57811
LE4.2,7/6/2004,1,S ,WTEMP,27.36,DEG C,37.29044,-76.57811
LE4.2,8/9/2004,1,S ,PH,7.99,SU,37.29044,-76.57811
LE4.2,8/9/2004,1,S ,SALINITY,10.89,PPT,37.29044,-76.57811
LE4.2,8/9/2004,1,S ,WTEMP,25.66,DEG C,37.29044,-76.57811
LE4.2,9/7/2004,1,S ,PH,7.71,SU,37.29044,-76.57811
LE4.2,9/7/2004,1,S ,SALINITY,9.73,PPT,37.29044,-76.57811
LE4.2,9/7/2004,1,S ,WTEMP,25.35,DEG C,37.29044,-76.57811
LE4.2,10/13/2004,1,S ,PH,7.86,SU,37.29044,-76.57811
LE4.2,10/13/2004,1,S ,SALINITY,14.4,PPT,37.29044,-76.57811
LE4.2,10/13/2004,1,S ,WTEMP,19.76,DEG C,37.29044,-76.57811
LE4.2,11/2/2004,1,S ,PH,7.78,SU,37.29044,-76.57811
LE4.2,11/2/2004,1,S ,SALINITY,14.13,PPT,37.29044,-76.57811
LE4.2,11/2/2004,1,S ,WTEMP,16.81,DEG C,37.29044,-76.57811
LE4.2,12/7/2004,1,S ,PH,7.9,SU,37.29044,-76.57811
LE4.2,12/7/2004,1,S ,SALINITY,12.36,PPT,37.29044,-76.57811
LE4.2,12/7/2004,1,S ,WTEMP,10.74,DEG C,37.29044,-76.57811
LE4.2,1/11/2005,1,S ,PH,7.99,SU,37.29044,-76.57811
LE4.2,1/11/2005,1,S ,SALINITY,15.6,PPT,37.29044,-76.57811
LE4.2,1/11/2005,1,S ,WTEMP,7.47,DEG C,37.29044,-76.57811
LE4.2,2/8/2005,1,S ,PH,7.72,SU,37.29044,-76.57811
LE4.2,2/8/2005,1,S ,SALINITY,15.46,PPT,37.29044,-76.57811
LE4.2,2/8/2005,1,S ,WTEMP,3.62,DEG C,37.29044,-76.57811
LE4.2,3/15/2005,1,S ,PH,7.96,SU,37.29044,-76.57811
LE4.2,3/15/2005,1,S ,SALINITY,13.72,PPT,37.29044,-76.57811
LE4.2,3/15/2005,1,S ,WTEMP,6.62,DEG C,37.29044,-76.57811
LE4.2,4/5/2005,1,S ,PH,7.82,SU,37.29044,-76.57811
LE4.2,4/5/2005,1,S ,SALINITY,11.93,PPT,37.29044,-76.57811
LE4.2,4/5/2005,1,S ,WTEMP,11.4,DEG C,37.29044,-76.57811
LE4.2,5/10/2005,1,S ,PH,7.57,SU,37.29044,-76.57811
LE4.2,5/10/2005,1,S ,SALINITY,14.28,PPT,37.29044,-76.57811
LE4.2,5/10/2005,1,S ,WTEMP,15.86,DEG C,37.29044,-76.57811
LE4.2,6/7/2005,1,S ,PH,7.57,SU,37.29044,-76.57811
LE4.2,6/7/2005,1,S ,SALINITY,13.55,PPT,37.29044,-76.57811
LE4.2,6/7/2005,1,S ,WTEMP,22.52,DEG C,37.29044,-76.57811
LE4.2,7/5/2005,1,S ,PH,7.92,SU,37.29044,-76.57811
LE4.2,7/5/2005,1,S ,SALINITY,17.43,PPT,37.29044,-76.57811
LE4.2,7/5/2005,1,S ,WTEMP,26.61,DEG C,37.29044,-76.57811
LE4.2,8/17/2005,1,S ,PH,7.6,SU,37.29044,-76.57811
LE4.2,8/17/2005,1,S ,SALINITY,19.64,PPT,37.29044,-76.57811
LE4.2,8/17/2005,1,S ,WTEMP,28.69,DEG C,37.29044,-76.57811
LE4.2,9/8/2005,1,S ,PH,7.7,SU,37.29044,-76.57811
LE4.2,9/8/2005,1,S ,SALINITY,19.95,PPT,37.29044,-76.57811
LE4.2,9/8/2005,1,S ,WTEMP,25.69,DEG C,37.29044,-76.57811
LE4.2,10/6/2005,1,S ,PH,7.4,SU,37.29044,-76.57811
LE4.2,10/6/2005,1,S ,SALINITY,19.73,PPT,37.29044,-76.57811
LE4.2,10/6/2005,1,S ,WTEMP,23.95,DEG C,37.29044,-76.57811
LE4.2,11/7/2005,1,S ,PH,7.7,SU,37.29044,-76.57811
LE4.2,11/7/2005,1,S ,SALINITY,18.64,PPT,37.29044,-76.57811
LE4.2,11/7/2005,1,S ,WTEMP,15.32,DEG C,37.29044,-76.57811
LE4.2,12/8/2005,1,S ,PH,7.95,SU,37.29044,-76.57811
LE4.2,12/8/2005,1,S ,SALINITY,17.21,PPT,37.29044,-76.57811
LE4.2,12/8/2005,1,S ,WTEMP,7.44,DEG C,37.29044,-76.57811
LE4.2,1/5/2006,1,S ,PH,8.06,SU,37.29044,-76.57811
LE4.2,1/5/2006,1,S ,SALINITY,17.49,PPT,37.29044,-76.57811
LE4.2,1/5/2006,1,S ,WTEMP,6.72,DEG C,37.29044,-76.57811
LE4.2,3/6/2006,1,S ,PH,7.8,SU,37.29044,-76.57811
LE4.2,3/6/2006,1,S ,SALINITY,14.91,PPT,37.29044,-76.57811
LE4.2,3/6/2006,1,S ,WTEMP,6.3,DEG C,37.29044,-76.57811
LE4.2,4/6/2006,1,S ,PH,7.6,SU,37.29044,-76.57811
LE4.2,4/6/2006,1,S ,SALINITY,17.6,PPT,37.29044,-76.57811
LE4.2,4/6/2006,1,S ,WTEMP,12.5,DEG C,37.29044,-76.57811
LE4.2,5/2/2006,1,S ,PH,7.4,SU,37.29044,-76.57811
LE4.2,5/2/2006,1,S ,SALINITY,17,PPT,37.29044,-76.57811
LE4.2,5/2/2006,1,S ,WTEMP,16.5,DEG C,37.29044,-76.57811
LE4.2,6/13/2006,1,S ,PH,7.4,SU,37.29044,-76.57811
LE4.2,6/13/2006,1,S ,SALINITY,19.4,PPT,37.29044,-76.57811
LE4.2,6/13/2006,1,S ,WTEMP,21.8,DEG C,37.29044,-76.57811
LE4.2,7/10/2006,1,S ,PH,7.5,SU,37.29044,-76.57811
LE4.2,7/10/2006,1,S ,SALINITY,17.7,PPT,37.29044,-76.57811
LE4.2,7/10/2006,1,S ,WTEMP,25.8,DEG C,37.29044,-76.57811
LE4.2,8/7/2006,1,S ,PH,7.8,SU,37.29044,-76.57811
LE4.2,8/7/2006,1,S ,SALINITY,20.4,PPT,37.29044,-76.57811
LE4.2,8/7/2006,1,S ,WTEMP,28.9,DEG C,37.29044,-76.57811
LE4.2,9/18/2006,1,S ,PH,7.6,SU,37.29044,-76.57811
LE4.2,9/18/2006,1,S ,SALINITY,17.1,PPT,37.29044,-76.57811
LE4.2,9/18/2006,1,S ,WTEMP,23.7,DEG C,37.29044,-76.57811
LE4.2,10/10/2006,1,S ,PH,7.5,SU,37.29044,-76.57811
LE4.2,10/10/2006,1,S ,SALINITY,15,PPT,37.29044,-76.57811
LE4.2,10/10/2006,1,S ,WTEMP,19.3,DEG C,37.29044,-76.57811
LE4.2,11/6/2006,1,S ,PH,7.8,SU,37.29044,-76.57811
LE4.2,11/6/2006,1,S ,SALINITY,17.7,PPT,37.29044,-76.57811
LE4.2,11/6/2006,1,S ,WTEMP,12.9,DEG C,37.29044,-76.57811
LE4.2,12/5/2006,1,S ,PH,7.7,SU,37.29044,-76.57811
LE4.2,12/5/2006,1,S ,SALINITY,13.8,PPT,37.29044,-76.57811
LE4.2,12/5/2006,1,S ,WTEMP,10.5,DEG C,37.29044,-76.57811
LE4.2,2/12/2007,1,S ,PH,8,SU,37.29044,-76.57811
LE4.2,2/12/2007,1,S ,SALINITY,15,PPT,37.29044,-76.57811
LE4.2,2/12/2007,1,S ,WTEMP,2.9,DEG C,37.29044,-76.57811
LE4.2,3/12/2007,1,S ,PH,8.3,SU,37.29044,-76.57811
LE4.2,3/12/2007,1,S ,SALINITY,15.2,PPT,37.29044,-76.57811
LE4.2,3/12/2007,1,S ,WTEMP,7.6,DEG C,37.29044,-76.57811
LE4.2,4/23/2007,1,S ,PH,8,SU,37.29044,-76.57811
LE4.2,4/23/2007,1,S ,SALINITY,12.2,PPT,37.29044,-76.57811
LE4.2,4/23/2007,1,S ,WTEMP,13.8,DEG C,37.29044,-76.57811
LE4.2,5/14/2007,1,S ,PH,7.7,SU,37.29044,-76.57811
LE4.2,5/14/2007,1,S ,SALINITY,14,PPT,37.29044,-76.57811
LE4.2,5/14/2007,1,S ,WTEMP,18.5,DEG C,37.29044,-76.57811
LE4.2,6/11/2007,1,S ,PH,7.9,SU,37.29044,-76.57811
LE4.2,6/11/2007,1,S ,SALINITY,18.3,PPT,37.29044,-76.57811
LE4.2,6/11/2007,1,S ,WTEMP,23.4,DEG C,37.29044,-76.57811
LE4.2,7/9/2007,1,S ,PH,7.8,SU,37.29044,-76.57811
LE4.2,7/9/2007,1,S ,SALINITY,19.9,PPT,37.29044,-76.57811
LE4.2,7/9/2007,1,S ,WTEMP,26.9,DEG C,37.29044,-76.57811
LE4.2,8/6/2007,1,S ,PH,7.7,SU,37.29044,-76.57811
LE4.2,8/6/2007,1,S ,SALINITY,21.6,PPT,37.29044,-76.57811
LE4.2,8/6/2007,1,S ,WTEMP,28.4,DEG C,37.29044,-76.57811
LE4.2,9/11/2007,1,S ,PH,7.7,SU,37.29044,-76.57811
LE4.2,9/11/2007,1,S ,SALINITY,21.4,PPT,37.29044,-76.57811
LE4.2,9/11/2007,1,S ,WTEMP,27.3,DEG C,37.29044,-76.57811
LE4.2,10/9/2007,1,S ,PH,7.8,SU,37.29044,-76.57811
LE4.2,10/9/2007,1,S ,SALINITY,21.6,PPT,37.29044,-76.57811
LE4.2,10/9/2007,1,S ,WTEMP,24.7,DEG C,37.29044,-76.57811
LE4.2,11/5/2007,1,S ,PH,7.7,SU,37.29044,-76.57811
LE4.2,11/5/2007,1,S ,SALINITY,21.5,PPT,37.29044,-76.57811
LE4.2,11/5/2007,1,S ,WTEMP,16.8,DEG C,37.29044,-76.57811
LE4.2,12/5/2007,1,S ,PH,7.8,SU,37.29044,-76.57811
LE4.2,12/5/2007,1,S ,SALINITY,21.7,PPT,37.29044,-76.57811
LE4.2,12/5/2007,1,S ,WTEMP,9.1,DEG C,37.29044,-76.57811
LE4.2,1/29/2008,1,S ,PH,7.8,SU,37.29044,-76.57811
LE4.2,1/29/2008,1,S ,SALINITY,20.7,PPT,37.29044,-76.57811
LE4.2,1/29/2008,1,S ,WTEMP,4.6,DEG C,37.29044,-76.57811
LE4.2,2/26/2008,1,S ,PH,7.7,SU,37.29044,-76.57811
LE4.2,2/26/2008,1,S ,SALINITY,18.6,PPT,37.29044,-76.57811
LE4.2,2/26/2008,1,S ,WTEMP,7.5,DEG C,37.29044,-76.57811
LE4.2,3/25/2008,1,S ,PH,7.7,SU,37.29044,-76.57811
LE4.2,3/25/2008,1,S ,SALINITY,15.7,PPT,37.29044,-76.57811
LE4.2,3/25/2008,1,S ,WTEMP,10.8,DEG C,37.29044,-76.57811
LE4.2,4/23/2008,1,S ,PH,7.5,SU,37.29044,-76.57811
LE4.2,4/23/2008,1,S ,SALINITY,14.1,PPT,37.29044,-76.57811
LE4.2,4/23/2008,1,S ,WTEMP,16.5,DEG C,37.29044,-76.57811
LE4.2,5/29/2008,1,S ,PH,7.8,SU,37.29044,-76.57811
LE4.2,5/29/2008,1,S ,SALINITY,12.7,PPT,37.29044,-76.57811
LE4.2,5/29/2008,1,S ,WTEMP,19.8,DEG C,37.29044,-76.57811
LE4.2,6/24/2008,1,S ,PH,,SU,37.29044,-76.57811
LE4.2,6/24/2008,1,S ,SALINITY,,PPT,37.29044,-76.57811
LE4.2,6/24/2008,1,S ,WTEMP,,DEG C,37.29044,-76.57811
LE4.2,7/22/2008,1,S ,PH,7.8,SU,37.29044,-76.57811
LE4.2,7/22/2008,1,S ,SALINITY,19.3,PPT,37.29044,-76.57811
LE4.2,7/22/2008,1,S ,WTEMP,28.2,DEG C,37.29044,-76.57811
LE4.2,9/2/2008,1,S ,PH,7.5,SU,37.29044,-76.57811
LE4.2,9/2/2008,1,S ,SALINITY,19.8,PPT,37.29044,-76.57811
LE4.2,9/2/2008,1,S ,WTEMP,26,DEG C,37.29044,-76.57811
LE4.2,9/29/2008,1,S ,PH,7.6,SU,37.29044,-76.57811
LE4.2,9/29/2008,1,S ,SALINITY,19.3,PPT,37.29044,-76.57811
LE4.2,9/29/2008,1,S ,WTEMP,22,DEG C,37.29044,-76.57811
LE4.2,11/20/2008,1,S ,PH,7.7,SU,37.29044,-76.57811
LE4.2,11/20/2008,1,S ,SALINITY,20.4,PPT,37.29044,-76.57811
LE4.2,11/20/2008,1,S ,WTEMP,10.2,DEG C,37.29044,-76.57811
LE4.2,12/18/2008,1,S ,PH,7.8,SU,37.29044,-76.57811
LE4.2,12/18/2008,1,S ,SALINITY,18.9,PPT,37.29044,-76.57811
LE4.2,12/18/2008,1,S ,WTEMP,8.5,DEG C,37.29044,-76.57811
LE4.2,1/27/2009,1,S ,PH,7.6,SU,37.29044,-76.57811
LE4.2,1/27/2009,1,S ,SALINITY,18.2,PPT,37.29044,-76.57811
LE4.2,1/27/2009,1,S ,WTEMP,3,DEG C,37.29044,-76.57811
LE4.2,3/5/2009,1,S ,PH,7.4,SU,37.29044,-76.57811
LE4.2,3/5/2009,1,S ,SALINITY,18.7,PPT,37.29044,-76.57811
LE4.2,3/5/2009,1,S ,WTEMP,3.6,DEG C,37.29044,-76.57811
LE4.2,3/25/2009,1,S ,PH,7.6,SU,37.29044,-76.57811
LE4.2,3/25/2009,1,S ,SALINITY,17.1,PPT,37.29044,-76.57811
LE4.2,3/25/2009,1,S ,WTEMP,9.3,DEG C,37.29044,-76.57811
LE4.2,4/28/2009,1,S ,PH,7.3,SU,37.29044,-76.57811
LE4.2,4/28/2009,1,S ,SALINITY,16,PPT,37.29044,-76.57811
LE4.2,4/28/2009,1,S ,WTEMP,18.3,DEG C,37.29044,-76.57811
LE4.2,5/27/2009,1,S ,PH,7.3,SU,37.29044,-76.57811
LE4.2,5/27/2009,1,S ,SALINITY,16.2,PPT,37.29044,-76.57811
LE4.2,5/27/2009,1,S ,WTEMP,21.7,DEG C,37.29044,-76.57811
LE4.2,6/24/2009,1,S ,PH,7.3,SU,37.29044,-76.57811
LE4.2,6/24/2009,1,S ,SALINITY,16.1,PPT,37.29044,-76.57811
LE4.2,6/24/2009,1,S ,WTEMP,24.8,DEG C,37.29044,-76.57811
LE4.2,7/28/2009,1,S ,PH,7.5,SU,37.29044,-76.57811
LE4.2,7/28/2009,1,S ,SALINITY,18.1,PPT,37.29044,-76.57811
LE4.2,7/28/2009,1,S ,WTEMP,27.4,DEG C,37.29044,-76.57811
LE4.2,9/22/2009,1,S ,PH,7.6,SU,37.29044,-76.57811
LE4.2,9/22/2009,1,S ,SALINITY,18.8,PPT,37.29044,-76.57811
LE4.2,9/22/2009,1,S ,WTEMP,23.5,DEG C,37.29044,-76.57811
LE4.2,10/29/2009,1,S ,PH,7.9,SU,37.29044,-76.57811
LE4.2,10/29/2009,1,S ,SALINITY,19.6,PPT,37.29044,-76.57811
