MonitoringLocation,SampleDate,Depth,Layer,Parameter,MeasureValue,Unit,Latitude,Longitude
CB5.4,9/19/2006,1,S ,WTEMP,23.56,DEG C,37.80013,-76.17466
CB5.4,10/18/2006,1,S ,PH,8.39,SU,37.80013,-76.17466
CB5.4,10/18/2006,1,S ,SALINITY,15.79,PPT,37.80013,-76.17466
CB5.4,10/18/2006,1,S ,WTEMP,18.67,DEG C,37.80013,-76.17466
CB5.4,11/15/2006,1,S ,PH,8.15,SU,37.80013,-76.17466
CB5.4,11/15/2006,1,S ,SALINITY,15.17,PPT,37.80013,-76.17466
CB5.4,11/15/2006,1,S ,WTEMP,13.49,DEG C,37.80013,-76.17466
CB5.4,12/13/2006,1,S ,WTEMP,8.6,DEG C,37.80013,-76.17466
CB5.4,12/13/2006,1,S ,PH,8.26,SU,37.80013,-76.17466
CB5.4,12/13/2006,1,S ,SALINITY,15.5,PPT,37.80013,-76.17466
CB5.4,1/11/2007,1,S ,PH,8.72,SU,37.80013,-76.17466
CB5.4,1/11/2007,1,S ,SALINITY,14.52,PPT,37.80013,-76.17466
CB5.4,1/11/2007,1,S ,WTEMP,8.46,DEG C,37.80013,-76.17466
CB5.4,2/28/2007,1,S ,PH,8.47,SU,37.80013,-76.17466
CB5.4,2/28/2007,1,S ,SALINITY,12.91,PPT,37.80013,-76.17466
CB5.4,2/28/2007,1,S ,WTEMP,3.18,DEG C,37.80013,-76.17466
CB5.4,3/13/2007,1,S ,PH,8.57,SU,37.80013,-76.17466
CB5.4,3/13/2007,1,S ,SALINITY,13.41,PPT,37.80013,-76.17466
CB5.4,3/13/2007,1,S ,WTEMP,5.35,DEG C,37.80013,-76.17466
CB5.4,4/10/2007,1,S ,PH,8.64,SU,37.80013,-76.17466
CB5.4,4/10/2007,1,S ,SALINITY,10.71,PPT,37.80013,-76.17466
CB5.4,4/10/2007,1,S ,WTEMP,9.41,DEG C,37.80013,-76.17466
CB5.4,5/11/2007,1,S ,PH,8.68,SU,37.80013,-76.17466
CB5.4,5/11/2007,1,S ,SALINITY,10.35,PPT,37.80013,-76.17466
CB5.4,5/11/2007,1,S ,WTEMP,16.76,DEG C,37.80013,-76.17466
CB5.4,6/7/2007,1,S ,PH,8.16,SU,37.80013,-76.17466
CB5.4,6/7/2007,1,S ,SALINITY,13.95,PPT,37.80013,-76.17466
CB5.4,6/7/2007,1,S ,WTEMP,22.07,DEG C,37.80013,-76.17466
CB5.4,6/19/2007,1,S ,PH,8.22,SU,37.80013,-76.17466
CB5.4,6/19/2007,1,S ,SALINITY,13.35,PPT,37.80013,-76.17466
CB5.4,6/19/2007,1,S ,WTEMP,22.51,DEG C,37.80013,-76.17466
CB5.4,7/10/2007,1,S ,PH,7.91,SU,37.80013,-76.17466
CB5.4,7/10/2007,1,S ,SALINITY,15.38,PPT,37.80013,-76.17466
CB5.4,7/10/2007,1,S ,WTEMP,27,DEG C,37.80013,-76.17466
CB5.4,7/25/2007,1,S ,PH,8.19,SU,37.80013,-76.17466
CB5.4,7/25/2007,1,S ,SALINITY,16.13,PPT,37.80013,-76.17466
CB5.4,7/25/2007,1,S ,WTEMP,25.96,DEG C,37.80013,-76.17466
CB5.4,8/7/2007,1,S ,PH,8.23,SU,37.80013,-76.17466
CB5.4,8/7/2007,1,S ,SALINITY,15.23,PPT,37.80013,-76.17466
CB5.4,8/7/2007,1,S ,WTEMP,28.36,DEG C,37.80013,-76.17466
CB5.4,8/22/2007,1,S ,PH,8.09,SU,37.80013,-76.17466
CB5.4,8/22/2007,1,S ,SALINITY,17.61,PPT,37.80013,-76.17466
CB5.4,8/22/2007,1,S ,WTEMP,26.49,DEG C,37.80013,-76.17466
CB5.4,9/20/2007,1,S ,PH,8.05,SU,37.80013,-76.17466
CB5.4,9/20/2007,1,S ,SALINITY,18.61,PPT,37.80013,-76.17466
CB5.4,9/20/2007,1,S ,WTEMP,23.58,DEG C,37.80013,-76.17466
CB5.4,10/16/2007,1,S ,PH,8.14,SU,37.80013,-76.17466
CB5.4,10/16/2007,1,S ,SALINITY,19.33,PPT,37.80013,-76.17466
CB5.4,10/16/2007,1,S ,WTEMP,21.19,DEG C,37.80013,-76.17466
CB5.4,11/8/2007,1,S ,PH,8.06,SU,37.80013,-76.17466
CB5.4,11/8/2007,1,S ,SALINITY,20.88,PPT,37.80013,-76.17466
CB5.4,11/8/2007,1,S ,WTEMP,15.63,DEG C,37.80013,-76.17466
CB5.4,12/11/2007,1,S ,PH,8.17,SU,37.80013,-76.17466
CB5.4,12/11/2007,1,S ,SALINITY,18.97,PPT,37.80013,-76.17466
CB5.4,12/11/2007,1,S ,WTEMP,8.71,DEG C,37.80013,-76.17466
CB5.4,1/23/2008,1,S ,PH,8.51,SU,37.80013,-76.17466
CB5.4,1/23/2008,1,S ,SALINITY,16.42,PPT,37.80013,-76.17466
CB5.4,1/23/2008,1,S ,WTEMP,4.39,DEG C,37.80013,-76.17466
CB5.4,2/21/2008,1,S ,PH,8.43,SU,37.80013,-76.17466
CB5.4,2/21/2008,1,S ,SALINITY,16.97,PPT,37.80013,-76.17466
CB5.4,2/21/2008,1,S ,WTEMP,5.55,DEG C,37.80013,-76.17466
CB5.4,4/17/2008,1,S ,PH,8.45,SU,37.80013,-76.17466
CB5.4,4/17/2008,1,S ,SALINITY,11.36,PPT,37.80013,-76.17466
CB5.4,4/17/2008,1,S ,WTEMP,13.1,DEG C,37.80013,-76.17466
CB5.4,5/14/2008,1,S ,PH,8.39,SU,37.80013,-76.17466
CB5.4,5/14/2008,1,S ,SALINITY,11.67,PPT,37.80013,-76.17466
CB5.4,5/14/2008,1,S ,WTEMP,17.04,DEG C,37.80013,-76.17466
CB5.4,6/10/2008,1,S ,PH,8.62,SU,37.80013,-76.17466
CB5.4,6/10/2008,1,S ,SALINITY,11,PPT,37.80013,-76.17466
CB5.4,6/10/2008,1,S ,WTEMP,24.39,DEG C,37.80013,-76.17466
CB5.4,7/8/2008,1,S ,PH,8.28,SU,37.80013,-76.17466
CB5.4,7/8/2008,1,S ,SALINITY,14.14,PPT,37.80013,-76.17466
CB5.4,7/8/2008,1,S ,WTEMP,26.52,DEG C,37.80013,-76.17466
CB5.4,7/22/2008,1,S ,PH,8.21,SU,37.80013,-76.17466
CB5.4,7/22/2008,1,S ,SALINITY,13.47,PPT,37.80013,-76.17466
CB5.4,7/22/2008,1,S ,WTEMP,28.15,DEG C,37.80013,-76.17466
CB5.4,8/12/2008,1,S ,PH,8.24,SU,37.80013,-76.17466
CB5.4,8/12/2008,1,S ,SALINITY,14.29,PPT,37.80013,-76.17466
CB5.4,8/12/2008,1,S ,WTEMP,25.93,DEG C,37.80013,-76.17466
CB5.4,8/26/2008,1,S ,PH,8.09,SU,37.80013,-76.17466
CB5.4,8/26/2008,1,S ,SALINITY,17.38,PPT,37.80013,-76.17466
CB5.4,8/26/2008,1,S ,WTEMP,25.8,DEG C,37.80013,-76.17466
CB5.4,9/29/2008,1,S ,PH,8.03,SU,37.80013,-76.17466
CB5.4,9/29/2008,1,S ,SALINITY,17.75,PPT,37.80013,-76.17466
CB5.4,9/29/2008,1,S ,WTEMP,22.11,DEG C,37.80013,-76.17466
CB5.4,10/31/2008,1,S ,PH,7.91,SU,37.80013,-76.17466
CB5.4,10/31/2008,1,S ,SALINITY,20.83,PPT,37.80013,-76.17466
CB5.4,10/31/2008,1,S ,WTEMP,13.86,DEG C,37.80013,-76.17466
CB5.4,12/18/2008,1,S ,PH,8.05,SU,37.80013,-76.17466
CB5.4,12/18/2008,1,S ,SALINITY,20.45,PPT,37.80013,-76.17466
CB5.4,12/18/2008,1,S ,WTEMP,7.13,DEG C,37.80013,-76.17466
CB5.4,1/30/2009,1,S ,PH,8.07,SU,37.80013,-76.17466
CB5.4,1/30/2009,1,S ,SALINITY,15.89,PPT,37.80013,-76.17466
CB5.4,1/30/2009,1,S ,WTEMP,2.07,DEG C,37.80013,-76.17466
CB5.4,2/10/2009,1,S ,PH,8.08,SU,37.80013,-76.17466
CB5.4,2/10/2009,1,S ,SALINITY,15.68,PPT,37.80013,-76.17466
CB5.4,2/10/2009,1,S ,WTEMP,2.61,DEG C,37.80013,-76.17466
CB5.4,3/26/2009,1,S ,PH,7.87,SU,37.80013,-76.17466
CB5.4,3/26/2009,1,S ,SALINITY,16.89,PPT,37.80013,-76.17466
CB5.4,3/26/2009,1,S ,WTEMP,7.12,DEG C,37.80013,-76.17466
CB5.4,4/21/2009,1,S ,PH,7.86,SU,37.80013,-76.17466
CB5.4,4/21/2009,1,S ,SALINITY,15.35,PPT,37.80013,-76.17466
CB5.4,4/21/2009,1,S ,WTEMP,12.87,DEG C,37.80013,-76.17466
CB5.4,5/13/2009,1,S ,PH,8.65,SU,37.80013,-76.17466
CB5.4,5/13/2009,1,S ,SALINITY,12.52,PPT,37.80013,-76.17466
CB5.4,5/13/2009,1,S ,WTEMP,18.07,DEG C,37.80013,-76.17466
CB5.4,6/16/2009,1,S ,PH,8.5,SU,37.80013,-76.17466
CB5.4,6/16/2009,1,S ,SALINITY,12.36,PPT,37.80013,-76.17466
CB5.4,6/16/2009,1,S ,WTEMP,24.5,DEG C,37.80013,-76.17466
CB5.4,7/15/2009,1,S ,PH,8.14,SU,37.80013,-76.17466
CB5.4,7/15/2009,1,S ,SALINITY,15.1,PPT,37.80013,-76.17466
CB5.4,7/15/2009,1,S ,WTEMP,25.29,DEG C,37.80013,-76.17466
CB5.4,7/28/2009,1,S ,PH,8.05,SU,37.80013,-76.17466
CB5.4,7/28/2009,1,S ,SALINITY,16.44,PPT,37.80013,-76.17466
CB5.4,7/28/2009,1,S ,WTEMP,26.24,DEG C,37.80013,-76.17466
CB5.4,8/11/2009,1,S ,PH,8.35,SU,37.80013,-76.17466
CB5.4,8/11/2009,1,S ,SALINITY,15.05,PPT,37.80013,-76.17466
CB5.4,8/11/2009,1,S ,WTEMP,27.91,DEG C,37.80013,-76.17466
CB5.4,8/25/2009,1,S ,PH,8.16,SU,37.80013,-76.17466
CB5.4,8/25/2009,1,S ,SALINITY,15.51,PPT,37.80013,-76.17466
CB5.4,8/25/2009,1,S ,WTEMP,27.74,DEG C,37.80013,-76.17466
CB5.4,9/15/2009,1,S ,PH,8.2,SU,37.80013,-76.17466
CB5.4,9/15/2009,1,S ,SALINITY,16.3,PPT,37.80013,-76.17466
CB5.4,9/15/2009,1,S ,WTEMP,23.01,DEG C,37.80013,-76.17466
CB5.4,1/11/2010,1,S ,PH,8.17,SU,37.80013,-76.17466
CB5.4,1/11/2010,1,S ,SALINITY,15.48,PPT,37.80013,-76.17466
CB5.4,1/11/2010,1,S ,WTEMP,1.7,DEG C,37.80013,-76.17466
CB5.4,3/17/2010,1,S ,PH,8.3,SU,37.80013,-76.17466
CB5.4,3/17/2010,1,S ,SALINITY,9.91,PPT,37.80013,-76.17466
CB5.4,3/17/2010,1,S ,WTEMP,8.05,DEG C,37.80013,-76.17466
CB5.4,4/15/2010,1,S ,PH,8.08,SU,37.80013,-76.17466
CB5.4,4/15/2010,1,S ,SALINITY,11.15,PPT,37.80013,-76.17466
CB5.4,4/15/2010,1,S ,WTEMP,14.55,DEG C,37.80013,-76.17466
CB5.4,6/3/2010,1,S ,PH,8.47,SU,37.80013,-76.17466
CB5.4,6/3/2010,1,S ,SALINITY,12.54,PPT,37.80013,-76.17466
CB5.4,6/3/2010,1,S ,WTEMP,24.16,DEG C,37.80013,-76.17466
CB5.4,6/23/2010,1,S ,PH,8.39,SU,37.80013,-76.17466
CB5.4,6/23/2010,1,S ,SALINITY,13.82,PPT,37.80013,-76.17466
CB5.4,6/23/2010,1,S ,WTEMP,27.53,DEG C,37.80013,-76.17466
CB5.4,7/13/2010,1,S ,PH,8.11,SU,37.80013,-76.17466
CB5.4,7/13/2010,1,S ,SALINITY,15.91,PPT,37.80013,-76.17466
CB5.4,7/13/2010,1,S ,WTEMP,27.05,DEG C,37.80013,-76.17466
CB5.4,8/3/2010,1,S ,PH,8.17,SU,37.80013,-76.17466
CB5.4,8/3/2010,1,S ,SALINITY,17.02,PPT,37.80013,-76.17466
CB5.4,8/3/2010,1,S ,WTEMP,27.05,DEG C,37.80013,-76.17466
CB5.4,8/26/2010,1,S ,PH,8.12,SU,37.80013,-76.17466
CB5.4,8/26/2010,1,S ,SALINITY,16.22,PPT,37.80013,-76.17466
CB5.4,8/26/2010,1,S ,WTEMP,28.67,DEG C,37.80013,-76.17466
CB5.4,9/21/2010,1,S ,PH,8.07,SU,37.80013,-76.17466
CB5.4,9/21/2010,1,S ,SALINITY,19.31,PPT,37.80013,-76.17466
CB5.4,9/21/2010,1,S ,WTEMP,24.56,DEG C,37.80013,-76.17466
CB5.4,10/19/2010,1,S ,PH,8.17,SU,37.80013,-76.17466
CB5.4,10/19/2010,1,S ,SALINITY,19.36,PPT,37.80013,-76.17466
CB5.4,10/19/2010,1,S ,WTEMP,18.26,DEG C,37.80013,-76.17466
CB5.4,1/20/2011,1,S ,PH,8.25,SU,37.80013,-76.17466
CB5.4,1/20/2011,1,S ,SALINITY,15.98,PPT,37.80013,-76.17466
CB5.4,1/20/2011,1,S ,WTEMP,1.77,DEG C,37.80013,-76.17466
CB5.4,2/7/2011,1,S ,PH,8.37,SU,37.80013,-76.17466
CB5.4,2/7/2011,1,S ,SALINITY,16.15,PPT,37.80013,-76.17466
CB5.4,2/7/2011,1,S ,WTEMP,2.88,DEG C,37.80013,-76.17466
CB5.4,3/22/2011,1,S ,PH,8.26,SU,37.80013,-76.17466
CB5.4,3/22/2011,1,S ,SALINITY,10.84,PPT,37.80013,-76.17466
CB5.4,3/22/2011,1,S ,WTEMP,10.08,DEG C,37.80013,-76.17466
CB5.4,4/13/2011,1,S ,PH,8.53,SU,37.80013,-76.17466
CB5.4,4/13/2011,1,S ,SALINITY,10.77,PPT,37.80013,-76.17466
CB5.4,4/13/2011,1,S ,WTEMP,11.79,DEG C,37.80013,-76.17466
CB5.4,6/7/2011,1,S ,PH,8.33,SU,37.80013,-76.17466
CB5.4,6/7/2011,1,S ,SALINITY,8.21,PPT,37.80013,-76.17466
CB5.4,6/7/2011,1,S ,WTEMP,24.13,DEG C,37.80013,-76.17466
CB5.4,6/28/2011,1,S ,PH,8.51,SU,37.80013,-76.17466
CB5.4,6/28/2011,1,S ,SALINITY,8.95,PPT,37.80013,-76.17466
CB5.4,6/28/2011,1,S ,WTEMP,26.36,DEG C,37.80013,-76.17466
CB5.4,7/12/2011,1,S ,PH,8.24,SU,37.80013,-76.17466
CB5.4,7/12/2011,1,S ,SALINITY,12.59,PPT,37.80013,-76.17466
CB5.4,7/12/2011,1,S ,WTEMP,27.28,DEG C,37.80013,-76.17466
CB5.4,7/26/2011,1,S ,PH,8.51,SU,37.80013,-76.17466
CB5.4,7/26/2011,1,S ,SALINITY,11.8,PPT,37.80013,-76.17466
CB5.4,7/26/2011,1,S ,WTEMP,30.05,DEG C,37.80013,-76.17466
CB5.4,8/9/2011,1,S ,PH,8.22,SU,37.80013,-76.17466
CB5.4,8/9/2011,1,S ,SALINITY,14.83,PPT,37.80013,-76.17466
CB5.4,8/9/2011,1,S ,WTEMP,28.4,DEG C,37.80013,-76.17466
CB5.4,9/21/2011,1,S ,PH,8.01,SU,37.80013,-76.17466
CB5.4,9/21/2011,1,S ,SALINITY,10.56,PPT,37.80013,-76.17466
CB5.4,9/21/2011,1,S ,WTEMP,22.42,DEG C,37.80013,-76.17466
CB5.4,10/4/2011,1,S ,PH,8.07,SU,37.80013,-76.17466
CB5.4,10/4/2011,1,S ,SALINITY,11.91,PPT,37.80013,-76.17466
CB5.4,10/4/2011,1,S ,WTEMP,20.31,DEG C,37.80013,-76.17466
CB5.4,10/24/2011,1,S ,PH,8.19,SU,37.80013,-76.17466
CB5.4,10/24/2011,1,S ,SALINITY,12.66,PPT,37.80013,-76.17466
CB5.4,10/24/2011,1,S ,WTEMP,18.79,DEG C,37.80013,-76.17466
CB5.4,11/21/2011,1,S ,PH,8.14,SU,37.80013,-76.17466
CB5.4,11/21/2011,1,S ,SALINITY,10.16,PPT,37.80013,-76.17466
CB5.4,11/21/2011,1,S ,WTEMP,12.24,DEG C,37.80013,-76.17466
CB5.4,12/13/2011,1,S ,PH,8.13,SU,37.80013,-76.17466
CB5.4,12/13/2011,1,S ,SALINITY,8.74,PPT,37.80013,-76.17466
CB5.4,12/13/2011,1,S ,WTEMP,9.31,DEG C,37.80013,-76.17466
CB5.4,1/10/2012,1,S ,PH,8.37,SU,37.80013,-76.17466
CB5.4,1/10/2012,1,S ,SALINITY,9.47,PPT,37.80013,-76.17466
CB5.4,1/10/2012,1,S ,WTEMP,6.41,DEG C,37.80013,-76.17466
CB5.4,2/15/2012,1,S ,PH,8.27,SU,37.80013,-76.17466
CB5.4,2/15/2012,1,S ,SALINITY,9.53,PPT,37.80013,-76.17466
CB5.4,2/15/2012,1,S ,WTEMP,5.43,DEG C,37.80013,-76.17466
CB5.4,3/20/2012,1,S ,PH,8.68,SU,37.80013,-76.17466
CB5.4,3/20/2012,1,S ,SALINITY,10.97,PPT,37.80013,-76.17466
CB5.4,3/20/2012,1,S ,WTEMP,12.5,DEG C,37.80013,-76.17466
CB5.4,4/18/2012,1,S ,PH,8.28,SU,37.80013,-76.17466
CB5.4,4/18/2012,1,S ,SALINITY,12.03,PPT,37.80013,-76.17466
CB5.4,4/18/2012,1,S ,WTEMP,15.41,DEG C,37.80013,-76.17466
CB5.4,5/22/2012,1,S ,PH,8.17,SU,37.80013,-76.17466
CB5.4,5/22/2012,1,S ,SALINITY,15,PPT,37.80013,-76.17466
CB5.4,5/22/2012,1,S ,WTEMP,19.76,DEG C,37.80013,-76.17466
CB5.4,6/7/2012,1,S ,PH,8.24,SU,37.80013,-76.17466
CB5.4,6/7/2012,1,S ,SALINITY,13.34,PPT,37.80013,-76.17466
CB5.4,6/7/2012,1,S ,WTEMP,22.44,DEG C,37.80013,-76.17466
CB5.4,6/27/2012,1,S ,PH,8.11,SU,37.80013,-76.17466
CB5.4,6/27/2012,1,S ,SALINITY,15.45,PPT,37.80013,-76.17466
CB5.4,6/27/2012,1,S ,WTEMP,24.34,DEG C,37.80013,-76.17466
CB5.4,7/9/2012,1,S ,PH,8.22,SU,37.80013,-76.17466
CB5.4,7/9/2012,1,S ,SALINITY,14.91,PPT,37.80013,-76.17466
CB5.4,7/9/2012,1,S ,WTEMP,29.13,DEG C,37.80013,-76.17466
CB5.4,7/25/2012,1,S ,PH,8.22,SU,37.80013,-76.17466
CB5.4,7/25/2012,1,S ,SALINITY,16.27,PPT,37.80013,-76.17466
CB5.4,7/25/2012,1,S ,WTEMP,27.82,DEG C,37.80013,-76.17466
CB5.4,8/8/2012,1,S ,PH,8.21,SU,37.80013,-76.17466
CB5.4,8/8/2012,1,S ,SALINITY,17.56,PPT,37.80013,-76.17466
CB5.4,8/8/2012,1,S ,WTEMP,28.03,DEG C,37.80013,-76.17466
CB5.4,8/22/2012,1,S ,PH,8.17,SU,37.80013,-76.17466
CB5.4,8/22/2012,1,S ,SALINITY,17.61,PPT,37.80013,-76.17466
CB5.4,8/22/2012,1,S ,WTEMP,26.75,DEG C,37.80013,-76.17466
CB5.4,9/27/2012,1,S ,PH,8.09,SU,37.80013,-76.17466
CB5.4,9/27/2012,1,S ,SALINITY,18.28,PPT,37.80013,-76.17466
CB5.4,9/27/2012,1,S ,WTEMP,22.65,DEG C,37.80013,-76.17466
CB5.4,10/18/2012,1,S ,PH,8.15,SU,37.80013,-76.17466
CB5.4,10/18/2012,1,S ,SALINITY,20.29,PPT,37.80013,-76.17466
CB5.4,10/18/2012,1,S ,WTEMP,18.12,DEG C,37.80013,-76.17466
CB5.4,11/30/2012,1,S ,PH,8.36,SU,37.80013,-76.17466
CB5.4,11/30/2012,1,S ,SALINITY,17.89,PPT,37.80013,-76.17466
CB5.4,11/30/2012,1,S ,WTEMP,8.63,DEG C,37.80013,-76.17466
CB5.4,1/29/2013,1,S ,PH,8.51,SU,37.80013,-76.17466
CB5.4,1/29/2013,1,S ,SALINITY,14.18,PPT,37.80013,-76.17466
CB5.4,1/29/2013,1,S ,WTEMP,3.65,DEG C,37.80013,-76.17466
CB5.4,2/14/2013,1,S ,PH,8.31,SU,37.80013,-76.17466
CB5.4,2/14/2013,1,S ,SALINITY,15.44,PPT,37.80013,-76.17466
CB5.4,2/14/2013,1,S ,WTEMP,4.59,DEG C,37.80013,-76.17466
CB5.4,4/16/2013,1,S ,PH,8.6,SU,37.80013,-76.17466
CB5.4,4/16/2013,1,S ,SALINITY,14.24,PPT,37.80013,-76.17466
CB5.4,4/16/2013,1,S ,WTEMP,12.02,DEG C,37.80013,-76.17466
CB5.4,5/16/2013,1,S ,PH,8.54,SU,37.80013,-76.17466
CB5.4,5/16/2013,1,S ,SALINITY,12.05,PPT,37.80013,-76.17466
CB5.4,5/16/2013,1,S ,WTEMP,19.85,DEG C,37.80013,-76.17466
CB5.4,6/25/2013,1,S ,PH,8.24,SU,37.80013,-76.17466
CB5.4,6/25/2013,1,S ,SALINITY,14.38,PPT,37.80013,-76.17466
CB5.4,6/25/2013,1,S ,WTEMP,24.84,DEG C,37.80013,-76.17466
CB5.4,7/16/2013,1,S ,PH,8.27,SU,37.80013,-76.17466
CB5.4,7/16/2013,1,S ,SALINITY,13.45,PPT,37.80013,-76.17466
CB5.4,7/16/2013,1,S ,WTEMP,27.44,DEG C,37.80013,-76.17466
CB5.4,7/30/2013,1,S ,PH,8.27,SU,37.80013,-76.17466
CB5.4,7/30/2013,1,S ,SALINITY,14.06,PPT,37.80013,-76.17466
CB5.4,7/30/2013,1,S ,WTEMP,27.08,DEG C,37.80013,-76.17466
CB5.4,8/13/2013,1,S ,PH,8.12,SU,37.80013,-76.17466
CB5.4,8/13/2013,1,S ,SALINITY,14.54,PPT,37.80013,-76.17466
CB5.4,8/13/2013,1,S ,WTEMP,26.9,DEG C,37.80013,-76.17466
CB5.4,8/27/2013,1,S ,PH,8.29,SU,37.80013,-76.17466
CB5.4,8/27/2013,1,S ,SALINITY,15.08,PPT,37.80013,-76.17466
CB5.4,8/27/2013,1,S ,WTEMP,24.77,DEG C,37.80013,-76.17466
CB5.4,9/19/2013,1,S ,PH,8.1,SU,37.80013,-76.17466
CB5.4,9/19/2013,1,S ,SALINITY,17.73,PPT,37.80013,-76.17466
CB5.4,9/19/2013,1,S ,WTEMP,23.35,DEG C,37.80013,-76.17466
CB5.4,10/22/2013,1,S ,PH,8.1,SU,37.80013,-76.17466
CB5.4,10/22/2013,1,S ,SALINITY,18.36,PPT,37.80013,-76.17466
CB5.4,10/22/2013,1,S ,WTEMP,18.66,DEG C,37.80013,-76.17466
CB5.4,11/14/2013,1,S ,PH,8.07,SU,37.80013,-76.17466
CB5.4,11/14/2013,1,S ,SALINITY,18.62,PPT,37.80013,-76.17466
CB5.4,11/14/2013,1,S ,WTEMP,11.69,DEG C,37.80013,-76.17466
CB5.4,12/11/2013,1,S ,PH,8.24,SU,37.80013,-76.17466
CB5.4,12/11/2013,1,S ,SALINITY,17.26,PPT,37.80013,-76.17466
CB5.4,12/11/2013,1,S ,WTEMP,7.31,DEG C,37.80013,-76.17466
CB5.4,2/18/2014,1,S ,PH,8.14,SU,37.80013,-76.17466
CB5.4,2/18/2014,1,S ,SALINITY,14.41,PPT,37.80013,-76.17466
CB5.4,2/18/2014,1,S ,WTEMP,1.68,DEG C,37.80013,-76.17466
CB5.4,3/20/2014,1,S ,PH,8.22,SU,37.80013,-76.17466
CB5.4,3/20/2014,1,S ,SALINITY,14.36,PPT,37.80013,-76.17466
CB5.4,3/20/2014,1,S ,WTEMP,3.95,DEG C,37.80013,-76.17466
CB5.4,4/22/2014,1,S ,PH,8.19,SU,37.80013,-76.17466
CB5.4,4/22/2014,1,S ,SALINITY,15.28,PPT,37.80013,-76.17466
CB5.4,4/22/2014,1,S ,WTEMP,10.89,DEG C,37.80013,-76.17466
CB5.4,5/13/2014,1,S ,PH,8.64,SU,37.80013,-76.17466
CB5.4,5/13/2014,1,S ,SALINITY,10.9,PPT,37.80013,-76.17466
CB5.4,5/13/2014,1,S ,WTEMP,19.1,DEG C,37.80013,-76.17466
CB5.4,6/3/2014,1,S ,PH,8.25,SU,37.80013,-76.17466
CB5.4,6/3/2014,1,S ,SALINITY,12.71,PPT,37.80013,-76.17466
CB5.4,6/3/2014,1,S ,WTEMP,20.88,DEG C,37.80013,-76.17466
CB5.4,6/24/2014,1,S ,PH,8.31,SU,37.80013,-76.17466
CB5.4,6/24/2014,1,S ,SALINITY,12.6,PPT,37.80013,-76.17466
CB5.4,6/24/2014,1,S ,WTEMP,24.68,DEG C,37.80013,-76.17466
CB5.4,7/9/2014,1,S ,PH,8.07,SU,37.80013,-76.17466
CB5.4,7/9/2014,1,S ,SALINITY,13.89,PPT,37.80013,-76.17466
CB5.4,7/9/2014,1,S ,WTEMP,26.06,DEG C,37.80013,-76.17466
CB5.4,7/22/2014,1,S ,PH,8.08,SU,37.80013,-76.17466
CB5.4,7/22/2014,1,S ,SALINITY,13.93,PPT,37.80013,-76.17466
CB5.4,7/22/2014,1,S ,WTEMP,26.23,DEG C,37.80013,-76.17466
CB5.4,8/5/2014,1,S ,PH,8.3,SU,37.80013,-76.17466
CB5.4,8/5/2014,1,S ,SALINITY,13.17,PPT,37.80013,-76.17466
CB5.4,8/5/2014,1,S ,WTEMP,25.83,DEG C,37.80013,-76.17466
CB5.4,8/27/2014,1,S ,PH,8.17,SU,37.80013,-76.17466
CB5.4,8/27/2014,1,S ,SALINITY,14.69,PPT,37.80013,-76.17466
CB5.4,8/27/2014,1,S ,WTEMP,25.18,DEG C,37.80013,-76.17466
CB5.4,9/16/2014,1,S ,PH,8.13,SU,37.80013,-76.17466
CB5.4,9/16/2014,1,S ,SALINITY,16.7,PPT,37.80013,-76.17466
CB5.4,9/16/2014,1,S ,WTEMP,24.03,DEG C,37.80013,-76.17466
CB5.4,10/21/2014,1,S ,PH,8.07,SU,37.80013,-76.17466
CB5.4,10/21/2014,1,S ,SALINITY,17.22,PPT,37.80013,-76.17466
CB5.4,10/21/2014,1,S ,WTEMP,18.2,DEG C,37.80013,-76.17466
CB5.4,12/16/2014,1,S ,PH,8.16,SU,37.80013,-76.17466
CB5.4,12/16/2014,1,S ,SALINITY,18.94,PPT,37.80013,-76.17466
CB5.4,12/16/2014,1,S ,WTEMP,6.949,DEG C,37.80013,-76.17466
CB5.4,1/16/2015,1,S ,PH,8.13,SU,37.80013,-76.17466
CB5.4,1/16/2015,1,S ,SALINITY,16.89,PPT,37.80013,-76.17466
CB5.4,1/16/2015,1,S ,WTEMP,3.168,DEG C,37.80013,-76.17466
CB5.4,3/12/2015,1,S ,PH,8.25,SU,37.80013,-76.17466
CB5.4,3/12/2015,1,S ,SALINITY,16.01,PPT,37.80013,-76.17466
CB5.4,3/12/2015,1,S ,WTEMP,2.041,DEG C,37.80013,-76.17466
CB5.4,4/7/2015,1,S ,PH,8.1,SU,37.80013,-76.17466
CB5.4,4/7/2015,1,S ,SALINITY,16.83,PPT,37.80013,-76.17466
CB5.4,4/7/2015,1,S ,WTEMP,8.613,DEG C,37.80013,-76.17466
CB5.4,5/6/2015,1,S ,PH,8.43,SU,37.80013,-76.17466
CB5.4,5/6/2015,1,S ,SALINITY,12.14,PPT,37.80013,-76.17466
CB5.4,5/6/2015,1,S ,WTEMP,17.095,DEG C,37.80013,-76.17466
CB5.4,6/2/2015,1,S ,PH,8,SU,37.80013,-76.17466
CB5.4,6/2/2015,1,S ,SALINITY,16.37,PPT,37.80013,-76.17466
CB5.4,6/2/2015,1,S ,WTEMP,22.284,DEG C,37.80013,-76.17466
CB5.4,6/23/2015,1,S ,PH,8.21,SU,37.80013,-76.17466
